Make,Model,Year,Mileage,Engine_Size_L,Horsepower,Weight_lbs,Fuel_Type,Transmission,Price,Doors,Cylinders
BMW,Tucson,2017,31324,2.5,152,3469,Gasoline,Automatic,99363,4,4
Hyundai,A4,2011,150652,4.0,333,2926,Diesel,Automatic,69416,4,4
Honda,A4,2004,85462,4.0,357,3142,Gasoline,Automatic,82199,4,8
Audi,Tucson,2006,97476,3.0,247,2386,Diesel,Automatic,98789,4,4
Hyundai,Golf,2004,141299,4.0,334,4378,Hybrid,Automatic,65246,4,6
BMW,Civic,2010,31664,5.0,397,1800,Gasoline,Manual,150000,4,4
Honda,Altima,2017,164573,5.0,367,3529,Gasoline,Automatic,92227,4,4
BMW,Civic,2023,119061,4.0,292,2755,Gasoline,Manual,143030,4,6
Chevrolet,3 Series,2005,101116,2.0,125,2526,Gasoline,Automatic,25152,4,4
Mercedes,Silverado,2015,88200,2.5,179,1800,Hybrid,Manual,100476,4,8
Honda,F-150,2004,25688,2.0,151,4027,Diesel,CVT,45661,4,6
Volkswagen,3 Series,2009,35812,2.0,185,2260,Gasoline,Automatic,56849,4,4
Chevrolet,Golf,2012,75732,2.5,236,3263,Gasoline,Automatic,57132,2,8
Chevrolet,3 Series,2000,37220,5.0,408,2412,Diesel,Manual,93098,4,4
Nissan,3 Series,2002,120454,5.0,442,3913,Gasoline,Automatic,84331,4,4
Nissan,Camry,2008,132340,4.0,334,2962,Diesel,Automatic,66972,4,4
Toyota,A4,2018,58930,6.0,492,2357,Gasoline,Automatic,143284,4,8
Hyundai,C-Class,2018,98484,5.0,371,4105,Gasoline,Manual,90874,4,4
Nissan,3 Series,2013,111536,1.0,91,3009,Gasoline,Automatic,24383,4,4
Chevrolet,Golf,2015,32060,4.0,303,3592,Gasoline,Automatic,80934,4,6
Nissan,Golf,2001,139477,2.0,136,2682,Hybrid,Automatic,24079,4,8
Nissan,3 Series,2005,40847,1.0,50,2624,Gasoline,CVT,19493,4,4
Volkswagen,F-150,2010,115542,5.0,387,4708,Hybrid,CVT,100826,4,6
Toyota,Golf,2001,54160,2.0,182,4138,Gasoline,Automatic,46617,4,4
Chevrolet,C-Class,2016,108907,3.0,214,3074,Gasoline,Automatic,56459,4,6
BMW,Camry,2004,93602,3.0,207,2546,Gasoline,Automatic,74961,4,4
Volkswagen,Tucson,2013,111399,2.0,179,2014,Diesel,Manual,60424,4,6
Mercedes,Altima,2003,64630,1.0,53,2399,Gasoline,Automatic,24646,4,8
Mercedes,Tucson,2013,76694,3.0,215,3689,Gasoline,Automatic,94313,4,4
Ford,3 Series,2011,82870,1.0,50,3352,Electric,Automatic,30679,4,6
Chevrolet,Altima,2004,47164,6.0,472,3576,Gasoline,Automatic,99897,4,4
Toyota,Camry,2002,45113,6.0,504,2281,Hybrid,Automatic,129476,2,6
BMW,Civic,2005,106581,1.0,68,2673,Hybrid,Automatic,22717,4,4
Audi,Golf,2010,68161,1.5,73,2101,Gasoline,Automatic,55794,4,4
Audi,A4,2012,121575,4.0,341,2085,Gasoline,Automatic,118578,4,4
BMW,A4,2019,47911,2.5,128,2426,Diesel,Automatic,95813,4,4
Ford,C-Class,2021,113689,5.0,384,4083,Gasoline,Automatic,100118,4,6
Ford,F-150,2001,36143,5.0,327,3487,Gasoline,Manual,70362,4,4
Hyundai,A4,2006,89288,2.5,154,2421,Gasoline,Automatic,36259,4,4
Nissan,F-150,2013,127201,5.0,445,4205,Gasoline,Automatic,95179,4,4
BMW,3 Series,2009,65802,4.0,291,3495,Diesel,Automatic,120977,4,4
Chevrolet,A4,2024,90528,1.5,131,3237,Diesel,Automatic,45857,4,8
BMW,Civic,2014,102753,1.0,103,2653,Diesel,Automatic,54319,4,4
Audi,Golf,2008,72139,6.0,464,2024,Diesel,Automatic,150000,2,6
Honda,3 Series,2020,62534,2.5,199,2566,Hybrid,Automatic,82250,4,4
Honda,Civic,2002,102163,2.0,162,3947,Gasoline,Automatic,34723,4,4
Ford,A4,2004,76956,4.0,328,3070,Diesel,Automatic,66484,4,8
Honda,Civic,2016,105493,1.0,93,2801,Gasoline,Manual,36701,4,4
Ford,3 Series,2003,79183,2.5,250,2525,Gasoline,Automatic,49986,4,4
Ford,3 Series,2009,38389,2.0,163,3550,Gasoline,Automatic,53826,4,4
Nissan,Altima,2000,108774,6.0,464,2463,Diesel,Automatic,93657,2,6
Honda,Silverado,2010,88325,5.0,431,2366,Diesel,Automatic,111459,4,6
Toyota,F-150,2024,55619,6.0,537,3161,Gasoline,CVT,137249,4,6
Ford,Civic,2000,35932,1.0,105,3244,Diesel,Automatic,27083,2,6
Nissan,A4,2003,97675,1.0,50,3861,Diesel,Automatic,17435,2,8
Toyota,Golf,2005,117096,1.0,173,3413,Electric,Manual,41936,2,8
Chevrolet,Civic,2015,96455,4.0,314,2423,Gasoline,Automatic,80858,4,4
BMW,A4,2015,69141,3.0,231,3831,Gasoline,Automatic,103691,4,6
Ford,C-Class,2011,44441,4.0,292,2238,Hybrid,Automatic,89449,4,4
Audi,Altima,2009,52020,1.0,96,4016,Gasoline,CVT,35271,4,4
Chevrolet,Tucson,2024,161351,1.5,104,1839,Diesel,Automatic,38191,4,6
Chevrolet,3 Series,2024,101160,1.0,50,2039,Diesel,Automatic,38411,4,6
Nissan,Tucson,2007,41080,1.5,120,2175,Diesel,Manual,39539,4,6
Hyundai,3 Series,2007,24117,2.5,231,3223,Gasoline,Automatic,53730,4,4
Audi,3 Series,2024,80500,4.0,331,3838,Gasoline,CVT,150000,4,4
Audi,Silverado,2021,17375,1.5,67,3096,Diesel,Automatic,81822,4,4
Nissan,Golf,2003,102409,2.0,166,2494,Diesel,CVT,31487,4,4
BMW,Tucson,2002,34391,4.0,307,1800,Gasoline,Automatic,131102,2,4
Nissan,Camry,2003,85045,2.5,228,2929,Gasoline,CVT,45194,4,8
Toyota,Altima,2004,61997,2.0,179,2796,Gasoline,Automatic,43697,4,4
Honda,Altima,2022,20521,2.5,206,1800,Diesel,Automatic,97055,4,4
Hyundai,Silverado,2016,51864,5.0,408,3770,Hybrid,Manual,119795,4,6
Nissan,Camry,2011,45184,2.0,135,2765,Hybrid,Automatic,51829,4,6
Nissan,Golf,2007,115305,2.5,219,1800,Gasoline,Manual,46404,4,6
Audi,3 Series,2004,54667,1.5,134,3037,Diesel,Automatic,47358,2,6
Chevrolet,Camry,2014,27695,4.0,317,3643,Gasoline,Manual,75948,4,6
Volkswagen,3 Series,2002,52911,2.5,212,3454,Gasoline,Automatic,57018,4,4
Toyota,Tucson,2018,62396,1.5,182,1995,Diesel,Manual,67136,4,4
Honda,Golf,2015,60308,1.5,91,1800,Gasoline,Automatic,36796,2,4
Nissan,Golf,2012,27614,3.0,241,1800,Gasoline,Automatic,70298,4,4
Honda,3 Series,2016,12784,4.0,322,2393,Diesel,Manual,112709,4,4
Honda,Camry,2015,154048,1.0,75,2388,Gasoline,Automatic,23426,4,4
Chevrolet,F-150,2023,125089,2.5,240,2790,Gasoline,Automatic,62945,4,6
Hyundai,C-Class,2009,130975,2.5,191,4621,Gasoline,Automatic,41676,4,4
Ford,Camry,2006,80258,2.0,151,3244,Gasoline,Automatic,45844,4,6
Volkswagen,A4,2000,106095,3.0,185,2433,Gasoline,Automatic,38055,4,4
Chevrolet,Altima,2002,121757,3.0,276,1800,Gasoline,Manual,46388,4,6
Volkswagen,Civic,2012,49154,5.0,383,4569,Hybrid,Automatic,131201,4,8
Chevrolet,Civic,2000,56027,1.0,90,3303,Gasoline,Manual,18883,4,4
Chevrolet,Civic,2006,32010,2.0,200,4211,Gasoline,Manual,45295,4,4
Nissan,Tucson,2024,33964,1.5,194,2683,Diesel,Automatic,66162,4,4
Mercedes,Golf,2015,22548,5.0,434,4429,Diesel,Automatic,150000,4,6
Ford,Silverado,2014,139236,2.5,151,2713,Gasoline,Manual,41355,4,4
Volkswagen,Golf,2020,133698,6.0,469,2374,Diesel,Manual,130187,4,4
Nissan,C-Class,2006,75156,3.0,235,2732,Gasoline,Automatic,60551,4,4
BMW,Civic,2009,70813,5.0,419,3139,Gasoline,Automatic,150000,4,4
BMW,Silverado,2013,116642,2.5,241,2441,Gasoline,Automatic,94744,4,4
Toyota,3 Series,2016,121311,1.5,141,3763,Diesel,Automatic,42968,4,6
Ford,F-150,2010,2197,2.0,176,2917,Gasoline,Automatic,53593,4,4
BMW,A4,2004,90890,2.0,148,2464,Diesel,Automatic,66240,4,4
BMW,F-150,2009,67628,5.0,378,2854,Diesel,Automatic,150000,4,6
Nissan,Civic,2014,64369,1.5,143,2296,Diesel,Manual,57486,4,4
Audi,3 Series,2021,71640,2.0,186,3705,Gasoline,Automatic,84340,4,8
Volkswagen,Altima,2021,78146,2.5,170,1800,Diesel,Automatic,69283,2,6
Ford,Golf,2024,76598,2.0,181,3819,Gasoline,Automatic,59762,4,4
Volkswagen,Silverado,2004,74381,1.0,50,2850,Gasoline,Manual,15309,4,4
BMW,A4,2022,0,5.0,383,3140,Gasoline,Automatic,150000,4,4
Volkswagen,C-Class,2002,83009,2.0,183,1815,Gasoline,Automatic,40556,4,6
Ford,Golf,2010,83296,3.0,268,3498,Hybrid,Automatic,71036,4,4
Toyota,F-150,2010,82044,3.0,265,2304,Gasoline,Automatic,66877,4,6
Toyota,A4,2006,155323,1.0,81,3308,Electric,Automatic,14650,4,4
Volkswagen,F-150,2006,90520,5.0,415,2143,Gasoline,Automatic,99994,4,6
Hyundai,Altima,2017,112060,2.0,185,2584,Hybrid,Automatic,46243,4,4
Honda,A4,2000,97383,2.5,257,1800,Gasoline,Automatic,51110,4,4
Hyundai,F-150,2006,78983,3.0,265,2899,Hybrid,Automatic,63229,4,6
Toyota,Civic,2003,78555,3.0,248,1800,Gasoline,Automatic,54084,4,4
Honda,Tucson,2022,67645,4.0,297,3449,Gasoline,CVT,91065,4,8
Audi,C-Class,2014,64476,5.0,376,2203,Gasoline,Automatic,145947,4,6
Audi,A4,2004,85191,5.0,380,3762,Gasoline,Manual,128805,4,8
Toyota,A4,2006,72378,1.5,151,2920,Diesel,Automatic,35449,4,4
Chevrolet,Golf,2022,63372,2.5,189,3725,Gasoline,Automatic,61939,4,6
BMW,F-150,2019,81857,6.0,457,3560,Hybrid,Manual,150000,4,6
Toyota,A4,2023,88151,1.5,71,2738,Electric,Automatic,61432,4,4
Hyundai,Silverado,2009,63629,5.0,397,2957,Hybrid,Manual,102102,4,4
Chevrolet,A4,2016,57561,2.0,168,2626,Gasoline,Automatic,52063,4,4
Chevrolet,C-Class,2018,108078,4.0,346,1850,Hybrid,CVT,94321,4,4
Hyundai,3 Series,2009,126390,1.5,117,3868,Gasoline,Automatic,13182,4,4
Mercedes,Tucson,2021,114254,5.0,409,3262,Gasoline,Manual,150000,4,8
Hyundai,F-150,2009,69595,2.0,125,3217,Gasoline,Automatic,39830,2,4
Toyota,Golf,2002,52860,5.0,410,3304,Diesel,Automatic,97582,4,4
Honda,Civic,2007,153452,2.5,187,3840,Hybrid,Automatic,46939,4,4
Audi,A4,2000,48434,4.0,305,2998,Gasoline,Automatic,110853,4,4
Nissan,C-Class,2012,132351,3.0,248,2601,Gasoline,Manual,62511,4,4
Audi,A4,2018,129547,1.0,122,3285,Diesel,Automatic,55357,4,6
BMW,Tucson,2013,38407,4.0,333,3166,Gasoline,Automatic,134673,4,4
Honda,Camry,2021,59009,5.0,462,2019,Gasoline,Automatic,135986,4,4
Chevrolet,A4,2002,81921,6.0,495,2720,Gasoline,Automatic,94377,4,6
Toyota,Silverado,2003,85958,5.0,368,3863,Hybrid,Automatic,93511,4,4
Hyundai,Tucson,2018,30931,6.0,487,3135,Gasoline,Automatic,118613,4,4
BMW,Silverado,2001,98249,3.0,213,2709,Hybrid,Manual,73600,2,6
Ford,Camry,2023,63048,2.0,177,3199,Gasoline,CVT,68320,4,6
Volkswagen,Silverado,2014,16226,5.0,440,4071,Hybrid,Manual,138300,4,6
Volkswagen,F-150,2003,129960,1.5,150,3764,Diesel,CVT,32060,4,8
Mercedes,Golf,2017,86671,3.0,281,3599,Electric,Automatic,150000,4,6
Toyota,Altima,2016,70357,1.5,114,3266,Gasoline,Automatic,41979,4,4
Honda,Tucson,2021,120801,6.0,463,3077,Hybrid,Automatic,150000,4,6
Honda,A4,2024,118328,1.5,145,2704,Gasoline,Manual,57767,4,6
Chevrolet,Tucson,2014,143961,4.0,325,2222,Diesel,Manual,72775,4,6
Toyota,3 Series,2020,42476,1.5,157,1800,Gasoline,Automatic,61697,4,4
Toyota,Silverado,2020,121939,5.0,369,4152,Gasoline,Automatic,107531,4,6
Chevrolet,Altima,2006,138623,3.0,258,2477,Gasoline,Manual,53877,4,4
Ford,C-Class,2020,86420,6.0,493,2951,Gasoline,Automatic,132894,4,4
Audi,Tucson,2023,79696,1.0,104,3619,Gasoline,Automatic,50320,4,4
Honda,F-150,2008,39403,6.0,439,1841,Gasoline,Automatic,118305,4,4
Audi,Silverado,2015,118087,5.0,433,3485,Hybrid,Manual,150000,2,6
Toyota,C-Class,2012,71220,4.0,325,3506,Hybrid,CVT,99899,4,8
Ford,Camry,2018,112225,6.0,521,2493,Hybrid,Automatic,144613,2,6
Mercedes,C-Class,2004,71963,2.0,158,2039,Electric,Automatic,60672,2,6
Volkswagen,C-Class,2000,166917,2.0,201,3099,Diesel,Manual,25994,4,6
Chevrolet,Golf,2006,25057,5.0,383,4034,Hybrid,Automatic,99711,4,4
Ford,Altima,2006,87639,6.0,442,2486,Diesel,Automatic,102895,2,6
Nissan,3 Series,2003,105318,2.0,141,2221,Gasoline,Manual,26793,4,4
Volkswagen,A4,2016,132163,6.0,463,4423,Gasoline,Automatic,119830,4,8
Hyundai,A4,2006,15082,2.5,206,4286,Gasoline,Automatic,59460,4,4
Nissan,Golf,2014,65982,2.0,162,4158,Diesel,Automatic,59909,2,6
Volkswagen,Civic,2006,83326,1.5,122,2613,Hybrid,Automatic,38035,4,6
BMW,Altima,2022,53925,2.5,226,2048,Hybrid,Manual,144161,4,6
Mercedes,Silverado,2022,106282,4.0,290,3547,Gasoline,CVT,150000,4,6
Hyundai,3 Series,2014,54526,6.0,475,1800,Gasoline,Automatic,111681,4,6
Honda,F-150,2012,95503,1.5,97,3540,Gasoline,Automatic,46955,4,6
Chevrolet,Altima,2024,56120,4.0,327,3205,Gasoline,Automatic,86576,4,4
Mercedes,F-150,2016,152171,4.0,330,3091,Gasoline,Automatic,131836,4,4
Chevrolet,F-150,2006,54417,1.5,172,3949,Gasoline,Manual,32327,4,6
Chevrolet,Silverado,2015,160629,1.0,110,3020,Gasoline,Automatic,27367,2,6
Nissan,C-Class,2018,43504,5.0,419,3424,Electric,Automatic,150000,4,4
Nissan,Civic,2012,68790,2.5,177,3198,Hybrid,CVT,56243,4,8
Mercedes,Altima,2021,95006,1.0,58,2501,Gasoline,Automatic,61277,4,6
Toyota,Silverado,2020,114585,3.0,207,2742,Gasoline,Automatic,67992,4,4
Mercedes,C-Class,2004,91980,2.5,221,2549,Gasoline,Automatic,76887,4,6
Mercedes,Civic,2004,52921,3.0,202,4480,Gasoline,Manual,83896,4,4
Ford,Civic,2004,111863,6.0,452,3871,Gasoline,CVT,91482,4,6
Mercedes,Civic,2015,83772,2.5,167,3413,Gasoline,Manual,96048,4,4
Volkswagen,Silverado,2021,138368,2.5,177,1800,Gasoline,CVT,60705,4,4
Volkswagen,Civic,2014,70871,6.0,505,3089,Gasoline,Automatic,135453,4,6
Volkswagen,Civic,2008,69469,1.0,59,2602,Gasoline,Automatic,32911,4,6
Mercedes,3 Series,2017,116062,2.0,153,2630,Gasoline,Automatic,76964,4,4
Ford,Golf,2002,101444,1.0,65,2162,Gasoline,Automatic,19937,4,6
Audi,C-Class,2019,80403,5.0,351,2264,Electric,Automatic,150000,4,6
Nissan,Altima,2009,46283,3.0,225,2666,Diesel,Automatic,62030,4,6
Ford,3 Series,2002,78233,1.5,146,3950,Diesel,Automatic,25337,4,4
Hyundai,Civic,2007,43862,6.0,460,3615,Diesel,Automatic,107584,4,8
Chevrolet,Golf,2009,13916,2.0,141,2145,Gasoline,Manual,40349,4,8
Chevrolet,Silverado,2022,58769,1.5,120,3835,Hybrid,Automatic,48983,4,6
Chevrolet,A4,2020,139107,2.5,227,3576,Gasoline,Automatic,62030,4,6
Hyundai,C-Class,2010,47643,5.0,332,3062,Hybrid,Automatic,96979,4,4
Toyota,Tucson,2004,121805,2.5,180,3099,Hybrid,Automatic,49863,2,4
Audi,Silverado,2024,93621,1.0,99,3295,Gasoline,Automatic,75541,4,6
Volkswagen,Altima,2011,38859,6.0,570,1800,Gasoline,Automatic,144409,4,6
Ford,Silverado,2020,96232,6.0,437,2849,Gasoline,Automatic,116238,4,6
Mercedes,Altima,2006,120363,1.0,68,3048,Gasoline,Automatic,18428,4,6
Chevrolet,3 Series,2022,51826,5.0,387,3439,Electric,Manual,135939,2,6
Hyundai,Golf,2020,48741,2.5,194,2623,Gasoline,Automatic,60369,4,4
Ford,Altima,2015,127508,2.5,231,2854,Gasoline,Automatic,53427,4,4
Volkswagen,A4,2002,89182,6.0,500,3164,Gasoline,CVT,115218,4,4
Ford,C-Class,2001,137343,5.0,337,2135,Gasoline,Manual,71025,4,4
Honda,A4,2021,111693,1.0,79,2443,Hybrid,Automatic,43675,4,4
Audi,Camry,2015,166948,1.5,70,2747,Diesel,Manual,42343,4,4
Ford,Civic,2004,54966,1.5,156,2338,Gasoline,Automatic,40406,4,4
Hyundai,Tucson,2023,99421,3.0,229,4593,Diesel,Automatic,65239,4,4
BMW,F-150,2009,38787,6.0,460,1989,Gasoline,Automatic,150000,4,4
Ford,Civic,2008,91134,2.0,107,3072,Electric,Automatic,41008,2,6
Audi,3 Series,2023,122480,4.0,334,2805,Gasoline,Manual,130487,4,4
Audi,Civic,2023,112445,2.5,181,5487,Gasoline,Automatic,82793,4,4
Mercedes,Golf,2013,46601,4.0,313,4193,Gasoline,Manual,137364,4,4
Nissan,Camry,2016,94201,1.5,109,2154,Hybrid,Manual,50502,4,4
Chevrolet,Camry,2007,104443,2.5,184,2457,Gasoline,Automatic,39907,4,4
Toyota,C-Class,2003,59028,1.5,174,3269,Hybrid,Automatic,40147,2,4
Toyota,Golf,2001,74226,6.0,447,3044,Electric,CVT,131737,4,6
Audi,Civic,2014,13890,6.0,476,3077,Gasoline,Automatic,150000,4,6
Ford,Camry,2015,119013,5.0,447,3279,Diesel,Automatic,112385,4,4
Honda,Civic,2005,84453,5.0,425,3346,Hybrid,Automatic,117612,4,4
Mercedes,Silverado,2019,89349,2.5,204,3262,Gasoline,Manual,109448,4,4
Toyota,A4,2022,104782,6.0,477,2021,Gasoline,Automatic,139344,4,4
Mercedes,Altima,2024,147958,4.0,308,4415,Electric,Automatic,150000,4,4
Ford,3 Series,2007,43629,4.0,276,2457,Diesel,Manual,66966,4,4
Nissan,Silverado,2018,60741,2.5,190,4305,Diesel,Manual,57160,4,6
BMW,A4,2007,110699,6.0,461,3297,Gasoline,Automatic,150000,4,4
Hyundai,Altima,2014,110092,5.0,412,2194,Diesel,Automatic,89566,4,6
Volkswagen,Silverado,2011,105058,2.5,213,1954,Gasoline,Manual,64031,4,6
Nissan,C-Class,2013,53154,4.0,273,3268,Diesel,Automatic,83958,4,6
Hyundai,C-Class,2023,101987,2.5,172,2316,Gasoline,Automatic,52689,4,4
Honda,Silverado,2012,80179,2.0,127,2452,Gasoline,Automatic,40223,4,4
Toyota,Camry,2000,79299,4.0,357,2848,Gasoline,Automatic,66094,4,4
Mercedes,C-Class,2005,35482,5.0,415,3148,Gasoline,Manual,150000,4,4
Ford,Altima,2016,112318,2.5,186,3354,Diesel,Automatic,50022,2,4
Hyundai,3 Series,2001,84292,4.0,360,4040,Gasoline,Automatic,65351,4,6
Chevrolet,C-Class,2012,39095,4.0,346,2560,Diesel,Automatic,88522,4,4
Hyundai,3 Series,2006,65378,2.5,206,2576,Diesel,Manual,47740,4,6
Hyundai,3 Series,2004,54864,2.0,125,2108,Hybrid,Automatic,31859,4,6
Audi,Golf,2010,114836,3.0,231,3136,Gasoline,Manual,79925,4,4
Volkswagen,Golf,2023,46832,3.0,269,2471,Gasoline,Automatic,89555,4,4
Nissan,A4,2002,15541,6.0,477,4139,Gasoline,Automatic,107364,2,6
Mercedes,A4,2019,102494,3.0,262,1835,Diesel,Automatic,127228,4,4
Volkswagen,Tucson,2022,191091,1.5,66,4448,Hybrid,CVT,34774,4,6
Chevrolet,Silverado,2020,98776,4.0,315,3659,Diesel,Automatic,84661,4,4
Mercedes,Golf,2006,36858,3.0,233,2490,Hybrid,Automatic,122464,4,4
Chevrolet,3 Series,2021,69184,2.5,173,1800,Diesel,Automatic,73049,4,4
Mercedes,C-Class,2015,101637,1.5,136,4736,Gasoline,Automatic,66053,4,4
Hyundai,3 Series,2016,125051,2.5,222,3518,Gasoline,Automatic,51386,4,4
Honda,A4,2016,129411,2.5,232,3480,Gasoline,Automatic,58153,4,4
Mercedes,F-150,2013,71232,4.0,319,3157,Hybrid,Automatic,150000,2,6
Hyundai,Civic,2009,54945,4.0,335,3200,Hybrid,Automatic,87099,4,6
Toyota,Golf,2013,122059,1.5,63,3011,Gasoline,Automatic,24087,4,4
Toyota,Silverado,2023,56925,1.5,115,3031,Hybrid,Manual,61935,4,4
Ford,F-150,2024,77283,1.0,98,2740,Gasoline,Automatic,48112,4,6
Chevrolet,Civic,2009,36182,5.0,435,2595,Gasoline,Automatic,101912,4,8
Toyota,Camry,2002,35593,3.0,267,2599,Gasoline,Automatic,62686,4,4
Hyundai,Civic,2014,80170,4.0,304,4746,Hybrid,Automatic,74773,4,6
Nissan,A4,2004,127766,2.5,220,1998,Gasoline,Automatic,39470,4,4
Nissan,C-Class,2001,112362,3.0,235,2702,Gasoline,Automatic,36177,4,4
Hyundai,3 Series,2020,44843,2.0,161,2211,Gasoline,Automatic,58747,2,4
Chevrolet,Tucson,2002,62455,1.5,66,2231,Gasoline,Manual,16350,4,8
Volkswagen,Camry,2005,89363,6.0,465,3954,Gasoline,Manual,110511,4,4
Ford,Golf,2000,39767,5.0,438,4335,Gasoline,Automatic,88616,4,4
Chevrolet,Tucson,2006,33747,6.0,480,2512,Hybrid,Automatic,127419,4,4
Volkswagen,F-150,2022,32251,6.0,469,1988,Diesel,Manual,150000,4,4
Toyota,Camry,2010,67006,1.0,50,3126,Diesel,Automatic,24263,4,4
Honda,3 Series,2002,67641,4.0,335,2546,Gasoline,Manual,77542,4,4
Honda,F-150,2019,137740,5.0,393,1923,Gasoline,CVT,114444,4,4
Hyundai,Altima,2024,70506,4.0,272,4036,Gasoline,Automatic,86039,4,4
Ford,3 Series,2021,29685,5.0,408,2606,Gasoline,CVT,115210,4,4
Honda,Tucson,2022,126492,3.0,222,3553,Gasoline,Manual,67698,4,6
BMW,Camry,2014,58094,3.0,230,1875,Gasoline,Automatic,112945,4,4
Mercedes,Camry,2002,129153,1.0,129,2760,Electric,Automatic,47901,4,4
Ford,Civic,2024,29423,2.5,173,1800,Diesel,Automatic,79013,4,8
Audi,F-150,2005,110533,1.5,121,3077,Hybrid,Automatic,42194,4,4
Mercedes,Civic,2009,26294,3.0,239,3176,Gasoline,Automatic,114886,4,6
Toyota,Tucson,2017,45355,1.0,50,3367,Electric,Automatic,49133,2,4
Mercedes,A4,2000,70487,1.5,110,4645,Gasoline,Automatic,32399,4,4
Mercedes,Golf,2007,24766,5.0,429,3138,Hybrid,Automatic,150000,4,4
Audi,3 Series,2022,56338,1.0,74,3554,Gasoline,CVT,66177,4,4
Toyota,Altima,2008,81393,1.0,50,3581,Hybrid,Automatic,12356,4,4
Hyundai,3 Series,2012,95497,2.5,192,2909,Gasoline,Automatic,54426,2,6
Nissan,3 Series,2024,42834,1.0,50,3103,Diesel,Automatic,39423,4,6
BMW,Tucson,2012,74672,5.0,389,4394,Diesel,Automatic,150000,4,6
Nissan,Altima,2023,55583,1.0,81,3505,Diesel,Automatic,50017,4,6
Mercedes,Golf,2019,74099,1.0,65,1800,Gasoline,Automatic,67275,4,4
Volkswagen,F-150,2016,81416,4.0,344,3282,Gasoline,Manual,102846,4,6
Audi,Silverado,2012,125970,5.0,434,3435,Gasoline,Automatic,136494,4,4
Mercedes,Tucson,2004,50425,1.5,135,3849,Gasoline,Automatic,44505,4,4
Chevrolet,A4,2016,72908,4.0,344,2431,Gasoline,CVT,86657,4,8
Chevrolet,Camry,2020,131144,1.0,86,2667,Diesel,Manual,35828,4,4
Honda,Civic,2022,145641,1.5,137,2999,Hybrid,Automatic,53615,4,4
Hyundai,A4,2010,29279,5.0,330,1800,Gasoline,Automatic,84997,4,4
BMW,Camry,2003,88567,5.0,410,3169,Gasoline,Automatic,142012,4,6
Chevrolet,3 Series,2017,69498,5.0,379,2935,Hybrid,Automatic,115775,4,4
Nissan,Civic,2018,59743,1.5,104,4723,Gasoline,Manual,43347,4,6
Chevrolet,C-Class,2006,58616,1.5,66,3409,Gasoline,Automatic,18730,4,4
Nissan,Altima,2009,39709,2.0,124,2441,Gasoline,CVT,45908,2,6
Ford,F-150,2003,110506,2.0,139,4270,Gasoline,Automatic,21509,4,4
Audi,Camry,2007,49319,3.0,221,3991,Gasoline,Automatic,78991,4,4
Mercedes,F-150,2014,147143,2.5,223,1800,Gasoline,CVT,94948,4,4
Audi,Tucson,2016,74989,2.0,146,3071,Gasoline,Automatic,70470,4,4
BMW,Golf,2016,173350,5.0,427,4240,Gasoline,Manual,150000,4,4
Ford,F-150,2013,52765,1.0,50,3456,Gasoline,Manual,32740,4,8
Hyundai,3 Series,2005,90583,2.0,201,1976,Gasoline,Manual,39731,4,4
Volkswagen,Civic,2024,113197,1.0,88,1800,Gasoline,Automatic,46214,4,6
Hyundai,Altima,2004,96332,2.0,163,3180,Hybrid,Automatic,40718,2,4
Hyundai,Camry,2021,48072,2.5,213,3443,Gasoline,Automatic,67661,4,4
Ford,3 Series,2001,86440,3.0,235,3227,Diesel,CVT,52243,4,4
Volkswagen,A4,2004,82672,1.0,63,4208,Gasoline,Automatic,13675,4,4
Toyota,Civic,2008,129441,2.0,179,2797,Hybrid,Automatic,38647,4,4
Mercedes,Camry,2010,4354,5.0,406,3867,Gasoline,Automatic,150000,4,6
Audi,Silverado,2018,134271,2.5,173,2677,Gasoline,Automatic,79889,4,4
Mercedes,F-150,2024,134583,2.0,128,2306,Gasoline,Automatic,81901,4,8
Audi,Silverado,2007,132430,6.0,486,2588,Hybrid,Automatic,150000,4,6
Mercedes,A4,2014,82961,1.5,139,2507,Gasoline,Automatic,76280,4,6
Mercedes,F-150,2023,38756,2.0,157,2736,Hybrid,Manual,135163,2,4
Volkswagen,Camry,2003,134605,2.0,115,3192,Gasoline,Automatic,27721,4,4
Nissan,Tucson,2008,44547,1.5,97,3034,Electric,Automatic,47106,4,4
Ford,3 Series,2017,29669,3.0,186,3252,Gasoline,Manual,67739,4,6
Honda,A4,2011,43738,1.5,101,2731,Gasoline,Automatic,43694,4,6
Nissan,Civic,2010,111846,3.0,195,2780,Electric,Automatic,74795,4,4
Volkswagen,Tucson,2007,77073,4.0,288,2484,Gasoline,Manual,83705,4,4
Mercedes,Camry,2020,88339,6.0,485,4530,Hybrid,Automatic,150000,4,6
Nissan,Camry,2010,56027,2.5,152,3596,Gasoline,Automatic,42667,2,6
Nissan,Golf,2005,101162,2.0,135,3470,Gasoline,Automatic,27010,4,6
Toyota,Altima,2003,110793,3.0,251,4143,Gasoline,Automatic,53630,4,8
Volkswagen,Silverado,2016,15649,3.0,223,2992,Gasoline,Manual,81019,4,4
Volkswagen,Silverado,2016,29729,3.0,253,4592,Diesel,Manual,78714,4,4
Volkswagen,Silverado,2007,93174,5.0,393,2482,Gasoline,Automatic,99003,4,4
BMW,F-150,2002,52686,3.0,203,2149,Diesel,Automatic,103874,4,8
