Make,Model,Year,Mileage,Engine_Size_L,Horsepower,Weight_lbs,Fuel_Type,Transmission,Doors,Cylinders,Price
Honda,Civic,2008,28434,5.0,353,2134,Gasoline,Automatic,4,6,60975
Honda,Civic,2011,34065,2.0,166,3558,Diesel,Automatic,4,8,51523
BMW,3 Series,2009,64138,5.0,349,4574,Gasoline,CVT,4,6,80783
Toyota,4Runner,2019,76964,3.5,237,2671,Gasoline,Automatic,4,8,65996
Audi,Q5,2019,61158,2.0,175,3919,Gasoline,Automatic,4,6,62295
BMW,5 Series,2016,29650,1.5,80,3042,Diesel,CVT,4,4,59059
Ford,Escape,2011,68845,5.0,379,2116,Gasoline,Automatic,4,8,69083
Volkswagen,Atlas,2010,72306,5.0,358,3032,Hybrid,Manual,4,4,79509
Ford,Explorer,2009,120908,1.5,70,4248,Gasoline,Automatic,4,8,19344
Hyundai,Santa Fe,2008,22235,4.0,211,3198,Hybrid,CVT,4,4,61209
BMW,5 Series,2008,56815,2.0,151,3672,Gasoline,Automatic,4,6,36428
Mercedes,E-Class,2010,73619,6.0,427,3319,Gasoline,Automatic,4,6,89399
Audi,A6,2005,49138,6.0,363,2909,Electric,Automatic,4,4,85854
Audi,A4,2005,78980,6.0,448,3375,Gasoline,Automatic,4,4,80328
Ford,Explorer,2007,100868,3.5,198,3808,Gasoline,Automatic,4,4,41600
Ford,F-150,2011,95153,2.5,224,3876,Gasoline,Automatic,4,4,40902
Hyundai,Tucson,2016,46799,4.0,313,4620,Diesel,Automatic,4,4,70879
Ford,Mustang,2010,43604,1.5,194,3895,Gasoline,Automatic,4,4,35332
Toyota,Camry,2006,95709,5.0,358,2071,Gasoline,Automatic,4,4,65854
Nissan,Altima,2016,43480,6.0,431,3630,Gasoline,Automatic,4,4,86139
Honda,Civic,2023,78826,3.0,197,3529,Gasoline,Automatic,4,4,68062
BMW,X5,2011,85172,5.0,322,3704,Hybrid,CVT,4,6,84361
Honda,Civic,2017,118409,2.5,165,3955,Hybrid,Automatic,4,6,63883
Nissan,Sentra,2021,110372,1.5,174,3773,Gasoline,Manual,4,4,53294
Volkswagen,Atlas,2022,46118,6.0,457,3680,Hybrid,Automatic,4,4,109548
Mercedes,C-Class,2006,61856,4.0,248,4104,Gasoline,Automatic,4,4,57985
Volkswagen,Atlas,2007,75646,2.0,150,3822,Hybrid,Automatic,4,4,35878
Ford,Escape,2022,9857,2.5,215,3302,Gasoline,Manual,4,4,74836
Chevrolet,Malibu,2014,61147,5.0,264,4175,Hybrid,Automatic,4,6,75284
Mercedes,GLC,2023,38064,2.0,156,3094,Hybrid,Automatic,4,6,82096
Nissan,Pathfinder,2015,74635,2.5,261,3534,Gasoline,Automatic,4,4,54472
Toyota,Highlander,2021,117052,3.0,131,3183,Diesel,Manual,2,6,60430
Honda,Accord,2019,66066,4.0,227,4788,Gasoline,Automatic,4,6,63912
Mercedes,C-Class,2012,14799,2.0,186,3679,Hybrid,Manual,2,4,70004
Hyundai,Tucson,2011,100,3.0,255,3905,Hybrid,Manual,2,4,63836
Honda,Accord,2006,79284,3.0,252,4547,Gasoline,CVT,4,8,40880
BMW,X3,2018,87339,2.0,172,2843,Gasoline,Automatic,4,4,59211
Mercedes,E-Class,2023,75217,2.5,133,3636,Gasoline,Manual,4,4,75368
Volkswagen,Jetta,2012,133491,2.5,195,3822,Diesel,Automatic,4,6,41415
BMW,3 Series,2015,87208,6.0,431,3678,Gasoline,CVT,4,4,100054
Volkswagen,Jetta,2010,66157,4.0,321,3489,Gasoline,Automatic,4,6,59987
Hyundai,Sonata,2012,37671,4.0,242,3740,Gasoline,Manual,4,4,60185
Honda,HR-V,2005,97548,3.5,180,3470,Gasoline,Automatic,4,4,32848
Hyundai,Santa Fe,2019,70816,4.0,271,3889,Gasoline,Automatic,4,6,67654
Audi,Q5,2005,62946,2.0,176,3765,Gasoline,Automatic,4,6,42898
Chevrolet,Malibu,2012,118783,2.0,104,4433,Gasoline,Automatic,4,4,38871
Honda,HR-V,2021,114104,1.5,125,4261,Gasoline,CVT,4,4,48725
BMW,3 Series,2009,75731,3.5,286,3541,Diesel,CVT,4,6,64001
Volkswagen,Golf,2007,105411,3.5,214,2832,Hybrid,Automatic,2,4,49976
Mercedes,GLC,2008,20191,3.5,374,3424,Hybrid,Automatic,4,4,83921
Toyota,4Runner,2007,49933,1.5,116,3873,Gasoline,Automatic,4,4,39806
Mercedes,C-Class,2018,80645,1.5,172,3886,Gasoline,Automatic,4,4,63712
Nissan,Altima,2015,78863,2.0,170,4881,Hybrid,Automatic,4,8,54720
Volkswagen,Jetta,2015,27578,2.5,206,4616,Gasoline,CVT,2,4,58697
Toyota,Tacoma,2005,53946,3.0,238,2257,Gasoline,Automatic,2,6,38290
BMW,X3,2015,79764,4.0,301,3889,Gasoline,Automatic,4,6,80478
Honda,Pilot,2019,116315,3.0,209,3600,Hybrid,Automatic,4,4,67504
Nissan,Rogue,2022,44265,1.5,213,2016,Electric,Automatic,4,4,63800
Volkswagen,Atlas,2007,61302,3.0,159,3608,Electric,Automatic,4,4,44542
Ford,F-150,2024,100301,4.0,307,4454,Hybrid,Automatic,4,4,84016
Hyundai,Sonata,2010,51838,4.0,331,3350,Gasoline,Automatic,4,4,60675
Toyota,RAV4,2010,51289,3.5,281,2578,Hybrid,Automatic,4,6,63051
Hyundai,Santa Fe,2023,80102,6.0,422,3252,Gasoline,Automatic,4,6,95699
Nissan,Rogue,2015,66918,4.0,303,2935,Gasoline,Automatic,4,4,67040
Chevrolet,Malibu,2021,61394,3.0,225,4752,Gasoline,CVT,4,8,66796
Audi,Q5,2006,90080,3.0,217,3195,Gasoline,Automatic,4,4,46742
Volkswagen,Atlas,2008,36276,1.5,204,3533,Gasoline,Automatic,4,6,33197
Ford,Escape,2008,69197,3.5,258,4132,Gasoline,Automatic,4,4,51225
Ford,F-150,2019,78674,2.0,117,4707,Gasoline,Automatic,4,4,46421
Honda,HR-V,2021,83521,2.0,151,3206,Gasoline,Automatic,2,4,57859
BMW,X3,2011,99314,3.5,224,2594,Gasoline,Automatic,4,4,63574
BMW,X3,2014,36324,2.0,218,3643,Gasoline,Automatic,4,6,63372
Mercedes,E-Class,2010,58257,1.5,70,2887,Gasoline,Automatic,4,4,40535
Toyota,4Runner,2012,97388,4.0,245,1755,Hybrid,Automatic,4,4,63232
Nissan,Rogue,2022,74156,1.5,93,3937,Diesel,Automatic,4,4,52754
Volkswagen,Atlas,2016,119648,3.5,287,3819,Gasoline,Automatic,4,4,65708
Honda,HR-V,2016,4617,2.5,234,3722,Hybrid,Automatic,4,6,63746
Honda,Accord,2016,48606,2.5,222,3415,Hybrid,Automatic,4,6,59879
Audi,A6,2006,100,2.5,190,3635,Gasoline,Manual,4,4,62313
Mercedes,GLE,2024,43480,3.0,158,2837,Gasoline,Manual,4,6,86637
Mercedes,GLC,2020,40955,3.5,243,3599,Gasoline,Automatic,4,4,84745
Audi,A6,2023,32729,6.0,472,3466,Gasoline,Automatic,4,6,115354
Toyota,4Runner,2009,124502,3.5,243,3537,Hybrid,Automatic,4,8,57459
Chevrolet,Equinox,2007,67321,2.5,243,4042,Gasoline,Automatic,4,4,42016
Nissan,Sentra,2022,87412,5.0,383,4477,Gasoline,Automatic,2,4,90032
Hyundai,Sonata,2008,79994,3.0,287,3861,Gasoline,Automatic,2,4,43746
Mercedes,E-Class,2008,38486,2.0,147,3122,Gasoline,Automatic,4,4,52494
Volkswagen,Tiguan,2006,68880,3.0,181,2483,Gasoline,Automatic,4,4,35208
Volkswagen,Jetta,2006,45517,3.0,244,2093,Gasoline,Automatic,4,6,44762
Hyundai,Elantra,2006,46665,3.0,213,4584,Gasoline,Automatic,4,4,42764
Hyundai,Santa Fe,2023,134421,2.5,199,3444,Gasoline,Automatic,4,4,60186
Audi,Q5,2018,61505,2.0,170,3648,Gasoline,CVT,4,6,65624
Volkswagen,Golf,2023,100,2.5,184,2909,Gasoline,Automatic,4,4,75128
Hyundai,Tucson,2022,87007,2.5,222,3327,Gasoline,CVT,4,6,63461
Volkswagen,Golf,2023,88584,2.5,321,3942,Gasoline,Automatic,4,6,69393
Mercedes,GLE,2018,89584,2.5,232,4694,Hybrid,Automatic,4,6,79032
Volkswagen,Atlas,2016,57087,3.5,236,2473,Gasoline,Automatic,4,6,61540
Audi,Q5,2012,69766,3.5,286,2825,Hybrid,Automatic,2,4,72488
Audi,Q5,2009,105123,2.5,160,4321,Gasoline,Automatic,4,6,49208
BMW,X3,2021,54259,2.0,169,3104,Diesel,Automatic,4,8,71832
Mercedes,GLE,2015,88566,3.0,162,4134,Gasoline,Automatic,4,6,66246
Audi,Q7,2007,61389,4.0,313,3599,Hybrid,Automatic,4,4,76445
Audi,A4,2014,79024,2.5,213,4464,Hybrid,CVT,4,6,66522
BMW,X3,2023,40086,1.5,140,3974,Gasoline,CVT,4,6,73786
Ford,Explorer,2019,85773,4.0,316,3573,Gasoline,Automatic,4,6,76757
Ford,Mustang,2023,86731,2.5,134,3542,Hybrid,Automatic,4,4,69016
Toyota,4Runner,2014,56132,2.5,215,2748,Electric,Automatic,4,4,56174
BMW,X3,2012,42138,3.5,303,3490,Gasoline,Automatic,4,4,70461
Toyota,Corolla,2022,90710,4.0,336,3630,Gasoline,Automatic,4,6,80939
Ford,Escape,2014,65737,2.0,184,1983,Diesel,CVT,2,6,50065
Mercedes,E-Class,2018,46657,4.0,263,2447,Gasoline,CVT,4,4,93898
Audi,A6,2009,54732,5.0,355,3479,Gasoline,Automatic,4,4,80086
Hyundai,Elantra,2021,16202,3.5,295,2713,Gasoline,Automatic,4,6,73944
Ford,Explorer,2014,50771,3.0,195,3070,Gasoline,Manual,4,4,56080
Volkswagen,Tiguan,2023,70270,4.0,299,1976,Gasoline,Automatic,4,6,84703
Nissan,Sentra,2010,53820,4.0,302,2964,Hybrid,Automatic,4,6,67963
Toyota,RAV4,2009,145289,4.0,346,4214,Gasoline,CVT,2,6,55899
Chevrolet,Malibu,2006,7230,2.0,191,4592,Gasoline,Automatic,4,6,38752
Volkswagen,Tiguan,2009,129307,2.0,136,3465,Diesel,Automatic,2,4,31582
Mercedes,GLE,2021,95984,4.0,304,4003,Diesel,Automatic,4,4,91310
Honda,Pilot,2009,72719,5.0,385,3449,Gasoline,CVT,4,4,62089
Audi,Q7,2018,92266,2.5,188,3938,Gasoline,Automatic,4,4,69903
Toyota,Tacoma,2010,22158,5.0,428,3071,Gasoline,Automatic,4,4,74852
Chevrolet,Equinox,2019,25643,6.0,393,3613,Gasoline,Automatic,4,4,99722
Nissan,Pathfinder,2011,78166,4.0,276,2606,Gasoline,Automatic,4,4,49645
BMW,X5,2005,111363,3.0,241,3963,Hybrid,Automatic,2,4,55315
Mercedes,C-Class,2011,67109,5.0,377,4198,Gasoline,Automatic,2,4,85072
Volkswagen,Jetta,2016,36652,2.0,133,4381,Electric,CVT,4,4,61167
Ford,Ranger,2005,65101,2.0,107,2587,Gasoline,Automatic,4,6,21031
Volkswagen,Golf,2022,14642,6.0,423,2486,Hybrid,Manual,4,6,105115
Hyundai,Santa Fe,2023,59061,5.0,309,2658,Gasoline,CVT,4,4,91294
Nissan,Altima,2023,49578,6.0,356,3389,Hybrid,Automatic,2,4,98016
Volkswagen,Golf,2022,141199,5.0,365,4098,Gasoline,CVT,4,4,88297
Hyundai,Santa Fe,2021,106172,1.5,76,3457,Gasoline,Automatic,4,6,46537
Mercedes,E-Class,2009,74349,5.0,352,3514,Hybrid,Automatic,4,6,93093
Chevrolet,Tahoe,2009,55313,6.0,490,2938,Diesel,Automatic,2,6,78839
Hyundai,Sonata,2021,74380,2.5,209,3100,Diesel,CVT,4,4,70363
Hyundai,Santa Fe,2021,91837,3.5,317,4150,Diesel,Manual,4,6,72700
Honda,Civic,2007,44380,2.5,117,3983,Hybrid,Automatic,4,4,43934
Audi,Q7,2019,113556,3.5,339,3452,Gasoline,Automatic,4,6,76009
Audi,A4,2008,50062,3.0,238,2950,Gasoline,Automatic,4,4,52317
Honda,Civic,2016,65148,1.5,70,3486,Hybrid,Automatic,4,8,55392
Audi,A6,2007,38499,6.0,463,2884,Diesel,Automatic,4,4,86194
Ford,Escape,2008,229,1.5,168,4150,Gasoline,Automatic,2,4,37829
Hyundai,Tucson,2008,104593,1.5,142,5031,Gasoline,Automatic,4,4,26184
Audi,Q5,2008,106321,6.0,429,4304,Gasoline,Automatic,4,4,81440
Audi,A6,2015,112295,1.5,86,1777,Gasoline,CVT,4,4,49103
Mercedes,GLC,2020,87438,1.5,170,3510,Gasoline,CVT,2,6,68214
Nissan,Rogue,2009,72708,1.5,183,4852,Gasoline,Automatic,2,4,32523
Toyota,Camry,2011,13925,6.0,428,3885,Gasoline,Automatic,4,4,71803
Honda,Pilot,2016,56488,3.0,226,3148,Hybrid,Automatic,4,4,68422
Toyota,Highlander,2016,31856,3.0,222,3061,Diesel,Manual,4,4,59500
Ford,Ranger,2011,53874,2.5,169,3284,Gasoline,Manual,2,4,45253
Nissan,Rogue,2019,79116,3.0,248,3947,Diesel,Automatic,4,4,66628
Hyundai,Elantra,2010,78887,5.0,244,4859,Hybrid,Automatic,4,6,70230
Volkswagen,Tiguan,2019,37182,2.5,239,2644,Electric,CVT,4,4,67380
Nissan,Sentra,2006,68489,3.0,215,4408,Hybrid,Automatic,4,4,47800
Chevrolet,Silverado,2020,94302,1.5,70,4126,Gasoline,Automatic,4,6,47223
Ford,Ranger,2018,95164,5.0,289,3612,Gasoline,Automatic,2,4,78002
Toyota,Corolla,2022,74686,4.0,290,3160,Electric,CVT,4,6,81962
Volkswagen,Atlas,2024,56310,2.5,171,4978,Gasoline,Automatic,4,8,61143
Chevrolet,Malibu,2019,47949,2.5,195,2952,Gasoline,Automatic,4,4,57962
BMW,X5,2008,20771,2.5,152,4253,Hybrid,CVT,2,4,62382
Nissan,Pathfinder,2019,68078,1.5,115,2814,Hybrid,Manual,4,4,61515
Mercedes,GLE,2022,104696,2.0,102,3818,Gasoline,Automatic,4,6,65523
Honda,Pilot,2020,111825,6.0,512,3218,Gasoline,Manual,2,4,93714
Nissan,Pathfinder,2015,42150,6.0,412,3106,Gasoline,Automatic,4,6,91023
Ford,F-150,2023,107385,3.0,263,2299,Gasoline,Manual,4,4,70823
Hyundai,Tucson,2008,126259,5.0,415,2616,Gasoline,CVT,4,4,63896
Mercedes,E-Class,2013,100,4.0,247,3852,Diesel,Automatic,4,4,82121
Chevrolet,Tahoe,2021,27751,2.5,184,3416,Diesel,Automatic,4,4,61099
Hyundai,Tucson,2010,55089,4.0,250,2099,Hybrid,Automatic,4,6,68698
Mercedes,C-Class,2005,119034,3.0,172,3575,Hybrid,CVT,4,4,53290
Volkswagen,Tiguan,2005,54656,3.5,275,3621,Gasoline,Automatic,4,4,47171
Audi,Q7,2018,199206,2.0,165,3187,Gasoline,Automatic,4,4,56745
Volkswagen,Atlas,2018,47822,1.5,70,3205,Hybrid,Automatic,4,4,53642
Mercedes,GLC,2010,56254,6.0,410,4344,Diesel,Automatic,4,4,91264
Chevrolet,Malibu,2019,47220,3.0,178,3771,Hybrid,CVT,4,6,77854
Nissan,Pathfinder,2009,51765,2.0,153,3061,Electric,Automatic,4,4,49659
Honda,HR-V,2012,102255,5.0,280,4165,Gasoline,Automatic,4,4,65672
Mercedes,C-Class,2019,109971,5.0,272,3374,Hybrid,Automatic,2,6,94780
Nissan,Sentra,2014,50326,3.5,323,2845,Gasoline,Automatic,4,4,70009
Nissan,Pathfinder,2010,30258,1.5,147,3261,Gasoline,Automatic,2,4,37004
BMW,3 Series,2005,146934,4.0,294,4114,Hybrid,Automatic,2,4,62482
Nissan,Sentra,2022,73496,3.0,230,3078,Gasoline,Automatic,4,6,71351
Chevrolet,Silverado,2023,85965,2.5,158,2756,Gasoline,Manual,4,8,63382
Volkswagen,Golf,2024,100,5.0,314,2772,Gasoline,Automatic,4,4,96820
Toyota,Corolla,2007,86250,4.0,293,2654,Gasoline,Automatic,4,6,55204
Nissan,Pathfinder,2011,45330,3.0,186,4660,Diesel,Manual,2,4,52370
Volkswagen,Tiguan,2011,44644,2.5,177,3487,Gasoline,Automatic,2,4,47859
Ford,Mustang,2019,37276,1.5,70,3431,Diesel,Automatic,4,4,49150
Volkswagen,Golf,2019,95409,6.0,443,3827,Diesel,Automatic,4,4,95585
Honda,HR-V,2014,95798,5.0,402,3284,Gasoline,Automatic,4,4,77278
Nissan,Rogue,2009,25394,3.5,279,4249,Gasoline,Automatic,4,4,53630
Ford,Ranger,2019,18394,2.0,176,3802,Hybrid,Manual,4,8,61329
Nissan,Rogue,2009,53802,4.0,319,2865,Gasoline,Automatic,4,6,60696
Chevrolet,Equinox,2020,52731,3.5,298,1440,Gasoline,Automatic,4,4,71710
Nissan,Altima,2007,55138,2.5,163,3795,Gasoline,Automatic,4,6,41315
Chevrolet,Silverado,2005,123798,4.0,182,2221,Gasoline,CVT,4,4,46172
Toyota,Highlander,2009,19545,2.5,207,2312,Gasoline,Automatic,2,6,43995
Chevrolet,Malibu,2006,13075,1.5,85,3357,Gasoline,Manual,4,6,28384
Mercedes,GLE,2019,67167,2.5,200,3160,Gasoline,CVT,4,4,74082
Chevrolet,Tahoe,2010,85727,3.0,206,4317,Gasoline,Automatic,4,4,48629
Audi,Q7,2010,120016,4.0,320,3279,Gasoline,Automatic,4,6,69986
BMW,X3,2020,56835,6.0,413,3692,Gasoline,Automatic,4,8,112682
Toyota,4Runner,2023,59208,6.0,398,4575,Gasoline,Automatic,4,6,98287
Mercedes,GLE,2014,123679,5.0,329,3684,Gasoline,Automatic,4,6,84536
Audi,Q5,2007,100,5.0,431,3025,Gasoline,Manual,2,6,82976
Hyundai,Elantra,2005,42328,6.0,408,4078,Gasoline,Automatic,4,6,72664
Hyundai,Elantra,2016,10241,5.0,292,4389,Gasoline,Automatic,2,4,76933
Chevrolet,Silverado,2010,10244,2.5,134,3075,Gasoline,CVT,2,6,40366
Honda,Accord,2005,153306,6.0,426,3030,Gasoline,Automatic,2,8,65358
Mercedes,GLE,2019,121374,2.0,158,2177,Gasoline,Automatic,4,6,67872
BMW,X5,2012,117490,1.5,199,3127,Gasoline,Automatic,2,6,52504
BMW,5 Series,2014,33860,3.5,226,3447,Gasoline,Automatic,4,6,68410
Nissan,Pathfinder,2022,119437,3.5,252,2444,Gasoline,Automatic,4,4,68536
Hyundai,Sonata,2005,27573,2.5,105,4094,Gasoline,Automatic,4,8,35787
Honda,Civic,2015,12553,6.0,402,4052,Diesel,Automatic,4,6,89422
Mercedes,E-Class,2012,75219,3.5,286,3631,Hybrid,Automatic,4,4,74645
Nissan,Rogue,2019,33872,1.5,133,2906,Hybrid,Automatic,4,4,61419
Mercedes,GLC,2023,30507,4.0,340,4083,Diesel,Automatic,4,4,90971
Hyundai,Tucson,2020,72655,1.5,116,4336,Gasoline,Automatic,4,4,54656
Nissan,Sentra,2014,93287,6.0,470,3883,Gasoline,Automatic,2,4,84134
Chevrolet,Tahoe,2019,102428,2.5,230,4078,Gasoline,Automatic,4,4,61180
BMW,5 Series,2009,92912,4.0,297,5031,Gasoline,Automatic,4,4,58933
Ford,Mustang,2021,110199,2.0,210,3529,Hybrid,Automatic,4,8,67905
Honda,Pilot,2022,134138,3.0,184,3667,Gasoline,Automatic,2,4,61728
Honda,CR-V,2006,96391,5.0,383,3343,Gasoline,Automatic,4,4,62445
Nissan,Sentra,2017,71724,6.0,388,4006,Hybrid,CVT,4,4,100324
Ford,Mustang,2024,63232,6.0,438,3232,Gasoline,CVT,4,4,103864
Audi,Q5,2014,71816,2.0,221,3785,Hybrid,Manual,4,6,79303
Chevrolet,Silverado,2005,9461,4.0,246,2445,Gasoline,Automatic,4,4,54929
Volkswagen,Golf,2022,12118,5.0,403,3301,Hybrid,Automatic,4,4,107466
BMW,X3,2024,89698,2.0,203,2767,Gasoline,Automatic,4,6,79411
Toyota,RAV4,2022,85185,6.0,446,3437,Gasoline,Automatic,4,4,97712
Toyota,Camry,2013,30008,2.0,215,5975,Gasoline,Automatic,4,4,60799
Hyundai,Tucson,2016,77111,1.5,137,3380,Hybrid,Automatic,4,4,50645
Ford,Mustang,2022,37412,2.0,159,2789,Gasoline,Automatic,4,6,67285
Volkswagen,Jetta,2010,72372,3.0,283,4048,Gasoline,Automatic,2,8,46011
Audi,Q5,2020,81063,2.5,168,2929,Gasoline,CVT,4,4,77028
Hyundai,Tucson,2009,33215,3.0,288,2285,Gasoline,Automatic,2,4,51193
Audi,A6,2020,53470,3.0,297,4130,Gasoline,CVT,4,4,84830
Volkswagen,Tiguan,2019,110498,4.0,307,2863,Hybrid,Automatic,4,6,74042
Mercedes,GLE,2008,76224,3.5,270,3173,Gasoline,Automatic,4,4,59156
Volkswagen,Tiguan,2017,89864,2.0,122,3334,Gasoline,Automatic,2,8,46039
Hyundai,Elantra,2015,113022,2.0,97,3656,Gasoline,Automatic,4,4,37260
BMW,X3,2023,143154,5.0,341,3458,Hybrid,Automatic,4,8,99581
Volkswagen,Golf,2022,88418,2.0,156,3662,Gasoline,Automatic,2,4,59981
BMW,5 Series,2006,125316,4.0,327,4099,Diesel,Automatic,4,4,56221
Honda,HR-V,2018,93001,4.0,348,3615,Gasoline,Automatic,4,6,71900
BMW,3 Series,2023,1020,4.0,314,3140,Hybrid,Automatic,4,4,110011
Audi,Q5,2022,77715,4.0,298,3097,Gasoline,Automatic,2,4,85774
Chevrolet,Malibu,2014,70861,6.0,422,3722,Gasoline,Automatic,4,4,85379
Toyota,4Runner,2024,61375,5.0,298,4011,Gasoline,Manual,4,4,86847
Ford,Ranger,2019,118126,6.0,374,3302,Gasoline,Automatic,4,4,80264
Volkswagen,Atlas,2016,107799,2.5,144,2222,Electric,CVT,4,6,55366
Mercedes,C-Class,2008,51525,5.0,312,3564,Diesel,Automatic,4,6,76791
Volkswagen,Golf,2009,56496,6.0,392,3384,Gasoline,Manual,4,4,69938
BMW,3 Series,2019,138287,4.0,256,4337,Gasoline,Automatic,2,4,72852
Volkswagen,Tiguan,2020,29169,2.5,267,3266,Gasoline,Automatic,4,8,62996
Chevrolet,Tahoe,2008,63560,5.0,375,3581,Hybrid,Automatic,4,4,72514
Audi,Q5,2005,98969,3.5,296,2971,Hybrid,Automatic,4,4,65000
BMW,3 Series,2012,50368,4.0,269,3588,Gasoline,Automatic,4,4,71406
Ford,Escape,2011,115603,3.5,192,2960,Hybrid,Automatic,4,4,52144
Hyundai,Elantra,2013,73714,3.5,225,4982,Gasoline,Automatic,4,4,54347
Volkswagen,Jetta,2018,87181,5.0,384,2895,Gasoline,Automatic,4,6,74061
Volkswagen,Tiguan,2017,89882,6.0,419,4380,Hybrid,Automatic,4,4,98554
Volkswagen,Golf,2021,120158,3.0,252,3821,Hybrid,CVT,4,6,71747
Honda,Pilot,2006,104695,6.0,376,3466,Gasoline,Automatic,4,6,66491
Ford,Ranger,2018,50599,4.0,251,3035,Gasoline,Automatic,4,4,75114
Audi,A6,2016,18316,2.0,202,4603,Gasoline,Automatic,4,4,70268
BMW,X3,2017,88621,1.5,196,3694,Gasoline,CVT,4,6,58448
Honda,Civic,2009,69087,5.0,329,4121,Diesel,Automatic,4,4,56396
Toyota,RAV4,2020,83266,3.5,305,3750,Gasoline,Automatic,4,8,71365
Nissan,Altima,2009,109362,1.5,70,3823,Gasoline,Automatic,4,6,24357
Nissan,Sentra,2008,77166,2.5,144,3170,Gasoline,Automatic,4,8,40311
Audi,A4,2014,105292,1.5,82,4268,Gasoline,CVT,2,4,56790
Honda,CR-V,2017,21205,3.0,196,5016,Hybrid,Manual,4,4,74988
Chevrolet,Tahoe,2013,52524,2.0,175,3460,Diesel,Automatic,4,6,44571
Honda,HR-V,2011,62148,2.0,127,3914,Diesel,CVT,4,6,43140
Audi,A4,2018,59614,6.0,442,3222,Gasoline,Automatic,4,8,106595
Ford,F-150,2022,59572,2.5,224,3630,Gasoline,CVT,2,4,68445
Nissan,Pathfinder,2021,18006,3.5,234,3393,Gasoline,CVT,4,4,77774
Toyota,Highlander,2018,68627,1.5,131,3463,Hybrid,Automatic,4,4,57623
Ford,Mustang,2019,75101,5.0,409,2851,Hybrid,Automatic,4,4,92664
BMW,3 Series,2011,23692,2.5,150,3525,Gasoline,Automatic,2,4,55308
BMW,5 Series,2023,31658,1.5,111,2846,Gasoline,Automatic,2,4,73463
Nissan,Rogue,2023,100,3.0,231,3566,Gasoline,Automatic,4,6,73878
Ford,F-150,2007,99499,3.0,273,4270,Hybrid,CVT,4,6,54458
Nissan,Rogue,2015,78500,3.0,225,1752,Gasoline,Automatic,4,4,56383
Hyundai,Santa Fe,2007,39079,1.5,129,3859,Gasoline,Automatic,2,4,33297
Toyota,Corolla,2018,100,2.0,155,3744,Gasoline,Automatic,4,6,58478
Toyota,4Runner,2013,65638,6.0,373,3652,Gasoline,Automatic,4,4,78616
BMW,X5,2009,77357,3.5,313,5169,Gasoline,Automatic,4,6,71775
Volkswagen,Golf,2017,20674,3.5,228,3769,Gasoline,Manual,4,4,66153
Audi,Q7,2005,90850,2.5,215,3644,Gasoline,Automatic,4,4,48110
Chevrolet,Malibu,2015,71800,2.5,211,2814,Gasoline,Automatic,4,8,52958
Ford,Escape,2023,23864,3.5,204,4774,Hybrid,Automatic,4,4,88967
BMW,5 Series,2022,45386,2.5,185,2070,Gasoline,CVT,4,4,74975
Chevrolet,Malibu,2009,137570,2.0,138,3474,Hybrid,Automatic,4,4,39716
Hyundai,Elantra,2020,80819,2.5,160,3101,Hybrid,CVT,4,8,64715
Ford,Escape,2020,60383,3.0,223,4330,Hybrid,Automatic,4,4,79130
Ford,Explorer,2013,91448,2.0,209,4557,Gasoline,Automatic,4,6,36869
Toyota,Camry,2022,109868,6.0,355,2912,Gasoline,Automatic,4,6,97654
Volkswagen,Jetta,2014,115538,2.0,210,3614,Diesel,Automatic,2,4,40997
Chevrolet,Tahoe,2023,22940,3.5,232,3415,Gasoline,Automatic,4,6,79815
Audi,Q5,2007,34440,3.5,287,2597,Gasoline,Automatic,4,4,62551
Chevrolet,Tahoe,2019,102244,4.0,279,2912,Gasoline,Automatic,2,6,68690
Toyota,Camry,2007,52062,2.5,200,4364,Gasoline,Automatic,4,4,42193
Nissan,Rogue,2018,86596,5.0,305,3287,Gasoline,Automatic,2,4,75455
Toyota,RAV4,2021,27772,6.0,406,3840,Gasoline,Automatic,4,6,97041
Hyundai,Sonata,2024,28104,2.5,193,3642,Gasoline,CVT,4,8,68552
BMW,5 Series,2006,128765,3.5,163,3066,Gasoline,Manual,4,6,54296
Nissan,Altima,2019,112227,1.5,129,3272,Hybrid,Manual,4,6,59513
Mercedes,E-Class,2013,100,6.0,477,3687,Hybrid,Automatic,4,6,115532
Nissan,Rogue,2021,52452,6.0,469,4365,Hybrid,Automatic,4,4,105774
Nissan,Altima,2020,68508,5.0,284,2843,Gasoline,Automatic,4,4,81221
Volkswagen,Jetta,2019,99669,1.5,105,3049,Hybrid,Automatic,4,4,58581
Volkswagen,Jetta,2006,90659,4.0,349,3682,Diesel,Automatic,4,4,47024
Nissan,Pathfinder,2016,83598,4.0,270,3908,Hybrid,Manual,4,8,72206
Nissan,Altima,2006,75536,5.0,352,4302,Diesel,Automatic,4,4,55112
Mercedes,C-Class,2021,62313,3.0,224,3590,Hybrid,Manual,2,6,88820
Ford,F-150,2009,43631,3.5,304,3431,Gasoline,Automatic,4,4,58098
BMW,X3,2006,47226,2.5,170,3240,Diesel,Automatic,4,4,49197
Toyota,4Runner,2024,98352,2.5,149,3800,Diesel,Automatic,4,4,62990
Toyota,Tacoma,2005,43631,2.5,243,3322,Diesel,Automatic,2,6,32686
Honda,Pilot,2019,18058,4.0,281,2970,Gasoline,Automatic,4,4,78736
